belief state[non-destination destination-city],action[0-Moving/1-unloading],alpha-vector[non-destination destination-city],observation(0-non-destination/1-destination-city
[0.00289422 0.99710578],1,[-9.5   0.95],None
[0.36035023 0.63964977],0,[0.95 0.  ],1
[0.00655361 0.99344639],1,[-9.5   0.95],None
[0.19129152 0.80870848],0,[0.95 0.  ],1
[0.00342976 0.99657024],1,[-9.5   0.95],None
[0.60855182 0.39144818],0,[0.95 0.  ],0
[0.26857359 0.73142641],0,[0.95 0.  ],0
[0.13524132 0.86475868],0,[0.95 0.  ],0
[0.07208714 0.92791286],1,[-9.5   0.95],None
[0.69390162 0.30609838],0,[0.95 0.  ],0
[0.29702731 0.70297269],0,[0.95 0.  ],1
[0.00537309 0.99462691],1,[-9.5   0.95],None
[0.30145306 0.69854694],0,[0.95 0.  ],0
[0.14975601 0.85024399],0,[0.95 0.  ],1
[0.00267575 0.99732425],1,[-9.5   0.95],None
[0.86222069 0.13777931],0,[0.95 0.  ],0
[0.34840437 0.65159563],0,[0.95 0.  ],1
[0.00632993 0.99367007],1,[-9.5   0.95],None
[0.40713083 0.59286917],0,[0.95 0.  ],0
[0.19387274 0.80612726],0,[0.95 0.  ],1
[0.00347679 0.99652321],1,[-9.5   0.95],None
[0.54159188 0.45840812],0,[0.95 0.  ],0
[0.24498408 0.75501592],0,[0.95 0.  ],1
[0.00441227 0.99558773],1,[-9.5   0.95],None
[0.80950164 0.19049836],0,[0.95 0.  ],0
[0.33294269 0.66705731],0,[0.95 0.  ],1
[0.0060411 0.9939589],1,[-9.5   0.95],None
[0.15443694 0.84556306],0,[0.95 0.  ],0
[0.08163107 0.91836893],1,[-9.5   0.95],None
[0.02565592 0.97434408],1,[-9.5   0.95],None
[0.04260146 0.95739854],1,[-9.5   0.95],None
[0.17251415 0.82748585],0,[0.95 0.  ],0
[0.09047424 0.90952576],0,[0.95 0.  ],1
[0.00160859 0.99839141],1,[-9.5   0.95],None
[0.12688847 0.87311153],0,[0.95 0.  ],1
[0.00226285 0.99773715],1,[-9.5   0.95],None
[0.11652019 0.88347981],0,[0.95 0.  ],1
[0.00207616 0.99792384],1,[-9.5   0.95],None
[0.51422459 0.48577541],0,[0.95 0.  ],0
[0.23500051 0.76499949],0,[0.95 0.  ],1
[0.00422891 0.99577109],1,[-9.5   0.95],None
[0.38366514 0.61633486],0,[0.95 0.  ],0
[0.1843954 0.8156046],0,[0.95 0.  ],1
[0.00330421 0.99669579],1,[-9.5   0.95],None
[0.21101556 0.78898444],0,[0.95 0.  ],0
[0.10885601 0.89114399],0,[0.95 0.  ],0
[0.05870299 0.94129701],1,[-9.5   0.95],None
[0.04423717 0.95576283],1,[-9.5   0.95],None
[0.40589756 0.59410244],0,[0.95 0.  ],0
[0.19337899 0.80662101],0,[0.95 0.  ],1
[0.0034678 0.9965322],1,[-9.5   0.95],None
[0.46036887 0.53963113],0,[0.95 0.  ],0
[0.21474099 0.78525901],0,[0.95 0.  ],1
[0.00385777 0.99614223],1,[-9.5   0.95],None
[0.1894674 0.8105326],0,[0.95 0.  ],0
[0.09864303 0.90135697],0,[0.95 0.  ],0
[0.05343779 0.94656221],1,[-9.5   0.95],None
[0.4802103 0.5197897],0,[0.95 0.  ],1
[0.00882323 0.99117677],1,[-9.5   0.95],None
[0.02786427 0.97213573],1,[-9.5   0.95],None
[0.41617317 0.58382683],0,[0.95 0.  ],0
[0.19747837 0.80252163],0,[0.95 0.  ],0
[0.10246187 0.89753813],0,[0.95 0.  ],0
[0.05541217 0.94458783],1,[-9.5   0.95],None
[0.88118619 0.11881381],0,[0.95 0.  ],0
[0.35383481 0.64616519],0,[0.95 0.  ],1
[0.00643155 0.99356845],1,[-9.5   0.95],None
[0.08731226 0.91268774],0,[0.95 0.  ],0
[0.0475399 0.9524601],1,[-9.5   0.95],None
[0.64086599 0.35913401],0,[0.95 0.  ],0
[0.27955166 0.72044834],0,[0.95 0.  ],1
[0.00504951 0.99495049],1,[-9.5   0.95],None
[0.74247182 0.25752818],0,[0.95 0.  ],0
[0.31246798 0.68753202],0,[0.95 0.  ],1
[0.00565978 0.99434022],1,[-9.5   0.95],None
[0.57006779 0.42993221],0,[0.95 0.  ],0
[0.25515825 0.74484175],0,[0.95 0.  ],1
[0.00459944 0.99540056],1,[-9.5   0.95],None
[0.67740793 0.32259207],0,[0.95 0.  ],0
[0.29166293 0.70833707],0,[0.95 0.  ],1
[0.00527366 0.99472634],1,[-9.5   0.95],None
[0.3235979 0.6764021],0,[0.95 0.  ],0
[0.15931379 0.84068621],0,[0.95 0.  ],1
[0.0028488 0.9971512],1,[-9.5   0.95],None
[0.25486403 0.74513597],0,[0.95 0.  ],0
[0.12907162 0.87092838],0,[0.95 0.  ],1
[0.00230221 0.99769779],1,[-9.5   0.95],None
[0.65129869 0.34870131],0,[0.95 0.  ],0
[0.28304173 0.71695827],0,[0.95 0.  ],0
[0.14167677 0.85832323],0,[0.95 0.  ],0
[0.07530467 0.92469533],1,[-9.5   0.95],None
[0.15278388 0.84721612],0,[0.95 0.  ],0
[0.08081546 0.91918454],1,[-9.5   0.95],None
[0.78151953 0.21848047],0,[0.95 0.  ],0
[0.3245095 0.6754905],0,[0.95 0.  ],1
[0.00588388 0.99411612],1,[-9.5   0.95],None
[0.28294151 0.71705849],0,[0.95 0.  ],0
[0.14163246 0.85836754],0,[0.95 0.  ],1
[0.00252889 0.99747111],1,[-9.5   0.95],None
[0.70192659 0.29807341],0,[0.95 0.  ],0
[0.29961484 0.70038516],0,[0.95 0.  ],1
[0.00542108 0.99457892],1,[-9.5   0.95],None
[0.37734039 0.62265961],0,[0.95 0.  ],0
[0.18181076 0.81818924],0,[0.95 0.  ],1
[0.00325719 0.99674281],1,[-9.5   0.95],None
[0.47171692 0.52828308],0,[0.95 0.  ],0
[0.21907932 0.78092068],0,[0.95 0.  ],1
[0.00393714 0.99606286],1,[-9.5   0.95],None
[0.53022886 0.46977114],0,[0.95 0.  ],0
[0.24086368 0.75913632],0,[0.95 0.  ],1
[0.00433655 0.99566345],1,[-9.5   0.95],None
[0.10446489 0.89553511],0,[0.95 0.  ],0
[0.05644506 0.94355494],1,[-9.5   0.95],None
[0.00929657 0.99070343],1,[-9.5   0.95],None
[0.13484211 0.86515789],0,[0.95 0.  ],0
[0.07188695 0.92811305],1,[-9.5   0.95],None
[0.52570154 0.47429846],0,[0.95 0.  ],0
[0.23921223 0.76078777],0,[0.95 0.  ],1
[0.00430622 0.99569378],1,[-9.5   0.95],None
[0.07266615 0.92733385],1,[-9.5   0.95],None
[0.52381187 0.47618813],0,[0.95 0.  ],0
[0.23852127 0.76147873],0,[0.95 0.  ],0
[0.12162408 0.87837592],0,[0.95 0.  ],0
[0.06521864 0.93478136],1,[-9.5   0.95],None
[0.26110477 0.73889523],0,[0.95 0.  ],0
[0.13188886 0.86811114],0,[0.95 0.  ],1
[0.00235301 0.99764699],1,[-9.5   0.95],None
[0.95072581 0.04927419],0,[0.95 0.  ],0
[0.3731766 0.6268234],0,[0.95 0.  ],1
[0.00679427 0.99320573],1,[-9.5   0.95],None
[0.64501606 0.35498394],0,[0.95 0.  ],1
[0.01202119 0.98797881],1,[-9.5   0.95],None
[0.97060492 0.02939508],0,[0.95 0.  ],0
[0.37854699 0.62145301],0,[0.95 0.  ],0
[0.18230485 0.81769515],0,[0.95 0.  ],1
[0.00326618 0.99673382],1,[-9.5   0.95],None
[0.77909558 0.22090442],0,[0.95 0.  ],0
[0.32377137 0.67622863],0,[0.95 0.  ],1
[0.00587013 0.99412987],1,[-9.5   0.95],None
[0.35684786 0.64315214],0,[0.95 0.  ],1
[0.00648798 0.99351202],1,[-9.5   0.95],None
[0.80305322 0.19694678],0,[0.95 0.  ],0
[0.33101349 0.66898651],0,[0.95 0.  ],1
[0.00600511 0.99399489],1,[-9.5   0.95],None
[0.91991271 0.08008729],0,[0.95 0.  ],0
[0.36471459 0.63528541],0,[0.95 0.  ],1
[0.00663544 0.99336456],1,[-9.5   0.95],None
[0.64647827 0.35352173],0,[0.95 0.  ],1
[0.01204997 0.98795003],1,[-9.5   0.95],None
[0.3536065 0.6463935],0,[0.95 0.  ],0
[0.17199502 0.82800498],0,[0.95 0.  ],1
[0.00307882 0.99692118],1,[-9.5   0.95],None
[0.28630497 0.71369503],0,[0.95 0.  ],0
[0.14311767 0.85688233],0,[0.95 0.  ],1
[0.00255573 0.99744427],1,[-9.5   0.95],None
[0.48428514 0.51571486],0,[0.95 0.  ],0
[0.22384038 0.77615962],0,[0.95 0.  ],1
[0.00402431 0.99597569],1,[-9.5   0.95],None
[0.51364774 0.48635226],0,[0.95 0.  ],1
[0.00946473 0.99053527],1,[-9.5   0.95],None
[0.10294552 0.89705448],0,[0.95 0.  ],1
[0.00183222 0.99816778],1,[-9.5   0.95],None
[0.37490573 0.62509427],0,[0.95 0.  ],0
[0.18081237 0.81918763],0,[0.95 0.  ],1
[0.00323904 0.99676096],1,[-9.5   0.95],None
[0.64434333 0.35565667],0,[0.95 0.  ],1
[0.01200795 0.98799205],1,[-9.5   0.95],None
[0.48878436 0.51121564],0,[0.95 0.  ],0
[0.22553371 0.77446629],0,[0.95 0.  ],1
[0.00405533 0.99594467],1,[-9.5   0.95],None
[0.83354928 0.16645072],0,[0.95 0.  ],0
[0.34006343 0.65993657],0,[0.95 0.  ],1
[0.00617402 0.99382598],1,[-9.5   0.95],None
[0.02850569 0.97149431],1,[-9.5   0.95],None
[0.74028312 0.25971688],0,[0.95 0.  ],0
[0.31178338 0.68821662],0,[0.95 0.  ],1
[0.00564706 0.99435294],1,[-9.5   0.95],None
[0.55905366 0.44094634],0,[0.95 0.  ],0
[0.25124844 0.74875156],0,[0.95 0.  ],1
[0.00452747 0.99547253],1,[-9.5   0.95],None
[0.94309873 0.05690127],0,[0.95 0.  ],1
[0.01804437 0.98195563],1,[-9.5   0.95],None
[0.81705418 0.18294582],0,[0.95 0.  ],0
[0.33519154 0.66480846],0,[0.95 0.  ],0
[0.16424951 0.83575049],0,[0.95 0.  ],1
[0.00293827 0.99706173],1,[-9.5   0.95],None
[0.66567267 0.33432733],0,[0.95 0.  ],0
[0.28780781 0.71219219],0,[0.95 0.  ],1
[0.00520226 0.99479774],1,[-9.5   0.95],None
[0.74158703 0.25841297],0,[0.95 0.  ],0
[0.31219135 0.68780865],0,[0.95 0.  ],1
[0.00565464 0.99434536],1,[-9.5   0.95],None
[0.26492689 0.73507311],0,[0.95 0.  ],0
[0.13360706 0.86639294],0,[0.95 0.  ],1
[0.002384 0.997616],1,[-9.5   0.95],None
[0.91841454 0.08158546],0,[0.95 0.  ],0
[0.36429882 0.63570118],0,[0.95 0.  ],1
[0.00662764 0.99337236],1,[-9.5   0.95],None
[0.88756439 0.11243561],0,[0.95 0.  ],0
[0.35564582 0.64435418],0,[0.95 0.  ],1
[0.00646547 0.99353453],1,[-9.5   0.95],None
[0.93823987 0.06176013],0,[0.95 0.  ],0
[0.36976806 0.63023194],0,[0.95 0.  ],0
[0.17869918 0.82130082],0,[0.95 0.  ],1
[0.00320062 0.99679938],1,[-9.5   0.95],None
[0.8912759 0.1087241],0,[0.95 0.  ],0
[0.35669616 0.64330384],0,[0.95 0.  ],0
[0.17328338 0.82671662],0,[0.95 0.  ],0
[0.09084748 0.90915252],0,[0.95 0.  ],0
[0.04938648 0.95061352],1,[-9.5   0.95],None
[0.40268026 0.59731974],0,[0.95 0.  ],0
[0.19208867 0.80791133],0,[0.95 0.  ],1
[0.00344429 0.99655571],1,[-9.5   0.95],None
[0.64651997 0.35348003],0,[0.95 0.  ],0
[0.28144633 0.71855367],0,[0.95 0.  ],1
[0.00508455 0.99491545],1,[-9.5   0.95],None
[0.26422264 0.73577736],0,[0.95 0.  ],1
[0.00476647 0.99523353],1,[-9.5   0.95],None
[0.86501607 0.13498393],0,[0.95 0.  ],1
[0.01643582 0.98356418],1,[-9.5   0.95],None
[0.28596942 0.71403058],0,[0.95 0.  ],0
[0.14296969 0.85703031],0,[0.95 0.  ],1
[0.00255305 0.99744695],1,[-9.5   0.95],None
[0.58104043 0.41895957],0,[0.95 0.  ],0
[0.25902189 0.74097811],0,[0.95 0.  ],1
[0.0046706 0.9953294],1,[-9.5   0.95],None
[0.31419065 0.68580935],0,[0.95 0.  ],1
[0.00569181 0.99430819],1,[-9.5   0.95],None
[0.56931973 0.43068027],0,[0.95 0.  ],0
[0.25489371 0.74510629],0,[0.95 0.  ],1
[0.00459457 0.99540543],1,[-9.5   0.95],None
[0.6487849 0.3512151],0,[0.95 0.  ],0
[0.28220317 0.71779683],0,[0.95 0.  ],1
[0.00509855 0.99490145],1,[-9.5   0.95],None
[0.66759825 0.33240175],0,[0.95 0.  ],0
[0.28844259 0.71155741],0,[0.95 0.  ],0
[0.14405945 0.85594055],0,[0.95 0.  ],1
[0.00257275 0.99742725],1,[-9.5   0.95],None
[0.90411763 0.09588237],0,[0.95 0.  ],0
[0.36031054 0.63968946],0,[0.95 0.  ],1
[0.00655286 0.99344714],1,[-9.5   0.95],None
[0.356193 0.643807],0,[0.95 0.  ],0
[0.17307379 0.82692621],0,[0.95 0.  ],1
[0.00309841 0.99690159],1,[-9.5   0.95],None
[0.43875993 0.56124007],0,[0.95 0.  ],0
[0.20637449 0.79362551],0,[0.95 0.  ],0
[0.10667215 0.89332785],0,[0.95 0.  ],0
[0.05758114 0.94241886],1,[-9.5   0.95],None
[0.80258354 0.19741646],0,[0.95 0.  ],1
[0.01516561 0.98483439],1,[-9.5   0.95],None
[0.6238786 0.3761214],0,[0.95 0.  ],0
[0.27381251 0.72618749],0,[0.95 0.  ],1
[0.00494346 0.99505654],1,[-9.5   0.95],None
[0.21242797 0.78757203],0,[0.95 0.  ],1
[0.00381548 0.99618452],1,[-9.5   0.95],None
[0.12399222 0.87600778],0,[0.95 0.  ],0
[0.06641905 0.93358095],1,[-9.5   0.95],None
[0.93554647 0.06445353],0,[0.95 0.  ],0
[0.36902917 0.63097083],0,[0.95 0.  ],1
[0.00671639 0.99328361],1,[-9.5   0.95],None
[0.38367091 0.61632909],0,[0.95 0.  ],1
[0.00699157 0.99300843],1,[-9.5   0.95],None
[0.75541658 0.24458342],0,[0.95 0.  ],0
[0.31649583 0.68350417],0,[0.95 0.  ],1
[0.00573469 0.99426531],1,[-9.5   0.95],None
[0.34331021 0.65668979],0,[0.95 0.  ],0
[0.16767845 0.83232155],0,[0.95 0.  ],1
[0.00300046 0.99699954],1,[-9.5   0.95],None
[0.56605596 0.43394404],0,[0.95 0.  ],0
[0.2537378 0.7462622],0,[0.95 0.  ],1
[0.00457329 0.99542671],1,[-9.5   0.95],None
[0.13384504 0.86615496],0,[0.95 0.  ],0
[0.07138664 0.92861336],1,[-9.5   0.95],None
[0.62818205 0.37181795],0,[0.95 0.  ],1
[0.01169034 0.98830966],1,[-9.5   0.95],None
[0.14822064 0.85177936],0,[0.95 0.  ],0
[0.07855788 0.92144212],1,[-9.5   0.95],None
[0.47657717 0.52342283],0,[0.95 0.  ],0
[0.22092589 0.77907411],0,[0.95 0.  ],1
[0.00397094 0.99602906],1,[-9.5   0.95],None
[0.98835914 0.01164086],0,[0.95 0.  ],0
[0.38328569 0.61671431],0,[0.95 0.  ],1
[0.00698432 0.99301568],1,[-9.5   0.95],None
[0.57256102 0.42743898],0,[0.95 0.  ],0
[0.2560389 0.7439611],0,[0.95 0.  ],1
[0.00461566 0.99538434],1,[-9.5   0.95],None
[0.14453647 0.85546353],0,[0.95 0.  ],1
[0.00258137 0.99741863],1,[-9.5   0.95],None
[0.81392976 0.18607024],0,[0.95 0.  ],0
[0.3342626 0.6657374],0,[0.95 0.  ],1
[0.00606573 0.99393427],1,[-9.5   0.95],None
[0.58824468 0.41175532],0,[0.95 0.  ],0
[0.26154173 0.73845827],0,[0.95 0.  ],1
[0.00471704 0.99528296],1,[-9.5   0.95],None
[0.18035571 0.81964429],0,[0.95 0.  ],0
[0.09426746 0.90573254],0,[0.95 0.  ],1
[0.00167656 0.99832344],1,[-9.5   0.95],None
[0.871459 0.128541],0,[0.95 0.  ],1
[0.01656771 0.98343229],1,[-9.5   0.95],None
[0.41387899 0.58612101],0,[0.95 0.  ],0
[0.19656598 0.80343402],0,[0.95 0.  ],1
[0.00352589 0.99647411],1,[-9.5   0.95],None
[0.76182029 0.23817971],0,[0.95 0.  ],0
[0.31847512 0.68152488],0,[0.95 0.  ],1
[0.00577152 0.99422848],1,[-9.5   0.95],None
[0.45327858 0.54672142],0,[0.95 0.  ],0
[0.21201114 0.78798886],0,[0.95 0.  ],1
[0.00380786 0.99619214],1,[-9.5   0.95],None
[0.24289668 0.75710332],0,[0.95 0.  ],1
[0.0043739 0.9956261],1,[-9.5   0.95],None
[0.11170222 0.88829778],0,[0.95 0.  ],0
[0.06016183 0.93983817],1,[-9.5   0.95],None
[0.95633171 0.04366829],0,[0.95 0.  ],0
[0.37469802 0.62530198],0,[0.95 0.  ],0
[0.1807271 0.8192729],0,[0.95 0.  ],0
[0.09444647 0.90555353],0,[0.95 0.  ],1
[0.00167977 0.99832023],1,[-9.5   0.95],None
[0.26812085 0.73187915],0,[0.95 0.  ],0
[0.13503869 0.86496131],0,[0.95 0.  ],0
[0.07198554 0.92801446],1,[-9.5   0.95],None
[0.79646814 0.20353186],0,[0.95 0.  ],1
[0.01504194 0.98495806],1,[-9.5   0.95],None
[0.29570358 0.70429642],0,[0.95 0.  ],0
[0.14724613 0.85275387],0,[0.95 0.  ],1
[0.00263036 0.99736964],1,[-9.5   0.95],None
[0.20920018 0.79079982],0,[0.95 0.  ],0
[0.1080028 0.8919972],0,[0.95 0.  ],1
[0.00192304 0.99807696],1,[-9.5   0.95],None
[0.77476545 0.22523455],0,[0.95 0.  ],0
[0.32244973 0.67755027],0,[0.95 0.  ],1
[0.00584552 0.99415448],1,[-9.5   0.95],None
[0.85125382 0.14874618],0,[0.95 0.  ],0
[0.34523282 0.65476718],0,[0.95 0.  ],1
[0.00627062 0.99372938],1,[-9.5   0.95],None
[0.59942289 0.40057711],0,[0.95 0.  ],0
[0.26542535 0.73457465],0,[0.95 0.  ],1
[0.00478865 0.99521135],1,[-9.5   0.95],None
[0.33836326 0.66163674],0,[0.95 0.  ],0
[0.16559177 0.83440823],0,[0.95 0.  ],1
[0.00296261 0.99703739],1,[-9.5   0.95],None
[0.48700453 0.51299547],0,[0.95 0.  ],0
[0.22486454 0.77513546],0,[0.95 0.  ],1
[0.00404307 0.99595693],1,[-9.5   0.95],None
[0.16489325 0.83510675],0,[0.95 0.  ],1
[0.00294994 0.99705006],1,[-9.5   0.95],None
[0.35579963 0.64420037],0,[0.95 0.  ],1
[0.00646835 0.99353165],1,[-9.5   0.95],None
[0.17245387 0.82754613],0,[0.95 0.  ],0
[0.09044498 0.90955502],0,[0.95 0.  ],1
[0.00160807 0.99839193],1,[-9.5   0.95],None
[0.24388658 0.75611342],0,[0.95 0.  ],1
[0.0043921 0.9956079],1,[-9.5   0.95],None
[0.7857621 0.2142379],0,[0.95 0.  ],0
[0.32579848 0.67420152],0,[0.95 0.  ],1
[0.0059079 0.9940921],1,[-9.5   0.95],None
[0.4804646 0.5195354],0,[0.95 0.  ],0
[0.22239792 0.77760208],0,[0.95 0.  ],1
[0.00399789 0.99600211],1,[-9.5   0.95],None
[0.16083615 0.83916385],0,[0.95 0.  ],0
[0.08477736 0.91522264],0,[0.95 0.  ],1
[0.00150659 0.99849341],1,[-9.5   0.95],None
[0.12816404 0.87183596],0,[0.95 0.  ],1
[0.00228584 0.99771416],1,[-9.5   0.95],None
[0.58283549 0.41716451],0,[0.95 0.  ],1
[0.0108039 0.9891961],1,[-9.5   0.95],None
[0.27796778 0.72203222],0,[0.95 0.  ],0
[0.13942863 0.86057137],0,[0.95 0.  ],0
[0.07418273 0.92581727],1,[-9.5   0.95],None
[0.87704468 0.12295532],0,[0.95 0.  ],0
[0.35265478 0.64734522],0,[0.95 0.  ],1
[0.00640946 0.99359054],1,[-9.5   0.95],None
[0.64158701 0.35841299],0,[0.95 0.  ],0
[0.2797937 0.7202063],0,[0.95 0.  ],1
[0.00505399 0.99494601],1,[-9.5   0.95],None
[0.65026787 0.34973213],0,[0.95 0.  ],0
[0.28269805 0.71730195],0,[0.95 0.  ],1
[0.0051077 0.9948923],1,[-9.5   0.95],None
[0.36935508 0.63064492],0,[0.95 0.  ],0
[0.17852894 0.82147106],0,[0.95 0.  ],0
[0.09338608 0.90661392],0,[0.95 0.  ],0
[0.05070888 0.94929112],1,[-9.5   0.95],None
[0.58094045 0.41905955],0,[0.95 0.  ],0
[0.25898683 0.74101317],0,[0.95 0.  ],1
[0.00466996 0.99533004],1,[-9.5   0.95],None
[0.71569719 0.28430281],0,[0.95 0.  ],0
[0.30402112 0.69597888],0,[0.95 0.  ],1
[0.00550285 0.99449715],1,[-9.5   0.95],None
[0.2856703 0.7143297],0,[0.95 0.  ],0
[0.14283774 0.85716226],0,[0.95 0.  ],0
[0.07588319 0.92411681],1,[-9.5   0.95],None
[0.70854039 0.29145961],0,[0.95 0.  ],0
[0.30173642 0.69826358],0,[0.95 0.  ],1
[0.00546045 0.99453955],1,[-9.5   0.95],None
[0.01982844 0.98017156],1,[-9.5   0.95],None
[0.98457809 0.01542191],0,[0.95 0.  ],0
[0.38228101 0.61771899],0,[0.95 0.  ],1
[0.00696542 0.99303458],1,[-9.5   0.95],None
[0.76123571 0.23876429],0,[0.95 0.  ],0
[0.3182948 0.6817052],0,[0.95 0.  ],0
[0.15704062 0.84295938],0,[0.95 0.  ],0
[0.08291333 0.91708667],1,[-9.5   0.95],None
[0.40960237 0.59039763],0,[0.95 0.  ],0
[0.1948608 0.8051392],0,[0.95 0.  ],1
[0.0034948 0.9965052],1,[-9.5   0.95],None
[0.59115268 0.40884732],0,[0.95 0.  ],1
[0.01096596 0.98903404],1,[-9.5   0.95],None
[0.24716034 0.75283966],0,[0.95 0.  ],1
[0.00445228 0.99554772],1,[-9.5   0.95],None
[0.58489441 0.41510559],0,[0.95 0.  ],0
[0.26037156 0.73962844],0,[0.95 0.  ],1
[0.00469547 0.99530453],1,[-9.5   0.95],None
[0.24014947 0.75985053],0,[0.95 0.  ],0
[0.12237065 0.87762935],0,[0.95 0.  ],1
[0.00218147 0.99781853],1,[-9.5   0.95],None
[0.64136771 0.35863229],0,[0.95 0.  ],0
[0.2797201 0.7202799],0,[0.95 0.  ],1
[0.00505263 0.99494737],1,[-9.5   0.95],None
[0.14474094 0.85525906],0,[0.95 0.  ],1
[0.00258507 0.99741493],1,[-9.5   0.95],None
[0.5795342 0.4204658],0,[0.95 0.  ],0
[0.25849336 0.74150664],0,[0.95 0.  ],1
[0.00466087 0.99533913],1,[-9.5   0.95],None
[0.79884945 0.20115055],0,[0.95 0.  ],0
[0.32975127 0.67024873],0,[0.95 0.  ],0
[0.16193921 0.83806079],0,[0.95 0.  ],0
[0.08531794 0.91468206],0,[0.95 0.  ],0
[0.04649561 0.95350439],1,[-9.5   0.95],None
[0.56646091 0.43353909],0,[0.95 0.  ],0
[0.25388137 0.74611863],0,[0.95 0.  ],1
[0.00457593 0.99542407],1,[-9.5   0.95],None
[0.08880241 0.91119759],0,[0.95 0.  ],1
[0.00157865 0.99842135],1,[-9.5   0.95],None
[0.71241904 0.28758096],0,[0.95 0.  ],0
[0.30297604 0.69702396],0,[0.95 0.  ],1
[0.00548345 0.99451655],1,[-9.5   0.95],None
[0.46826254 0.53173746],0,[0.95 0.  ],0
[0.21776272 0.78223728],0,[0.95 0.  ],1
[0.00391305 0.99608695],1,[-9.5   0.95],None
[0.07576701 0.92423299],1,[-9.5   0.95],None
[0.49200586 0.50799414],0,[0.95 0.  ],0
[0.2267426 0.7732574],0,[0.95 0.  ],1
[0.00407748 0.99592252],1,[-9.5   0.95],None
[0.86668032 0.13331968],0,[0.95 0.  ],1
[0.01646987 0.98353013],1,[-9.5   0.95],None
[0.94250019 0.05749981],0,[0.95 0.  ],0
[0.37093419 0.62906581],0,[0.95 0.  ],1
[0.00675216 0.99324784],1,[-9.5   0.95],None
[0.81348065 0.18651935],0,[0.95 0.  ],1
[0.01538631 0.98461369],1,[-9.5   0.95],None
[0.11740556 0.88259444],0,[0.95 0.  ],1
[0.00209209 0.99790791],1,[-9.5   0.95],None
[0.27661791 0.72338209],0,[0.95 0.  ],1
[0.00499529 0.99500471],1,[-9.5   0.95],None
[0.01578625 0.98421375],1,[-9.5   0.95],None
[0.42928102 0.57071898],0,[0.95 0.  ],1
[0.00785318 0.99214682],1,[-9.5   0.95],None
[0.56975628 0.43024372],0,[0.95 0.  ],0
[0.25504811 0.74495189],0,[0.95 0.  ],1
[0.00459741 0.99540259],1,[-9.5   0.95],None
[0.20884071 0.79115929],0,[0.95 0.  ],1
[0.00374992 0.99625008],1,[-9.5   0.95],None
[0.87360286 0.12639714],0,[0.95 0.  ],0
[0.35167165 0.64832835],0,[0.95 0.  ],1
[0.00639106 0.99360894],1,[-9.5   0.95],None
[0.66790127 0.33209873],0,[0.95 0.  ],0
[0.2885424 0.7114576],0,[0.95 0.  ],1
[0.00521587 0.99478413],1,[-9.5   0.95],None
[0.33348352 0.66651648],0,[0.95 0.  ],0
[0.16352527 0.83647473],0,[0.95 0.  ],1
[0.00292513 0.99707487],1,[-9.5   0.95],None
[0.62795384 0.37204616],0,[0.95 0.  ],0
[0.27519574 0.72480426],0,[0.95 0.  ],1
[0.00496901 0.99503099],1,[-9.5   0.95],None
[0.08367826 0.91632174],0,[0.95 0.  ],0
[0.04563562 0.95436438],1,[-9.5   0.95],None
[0.39694392 0.60305608],0,[0.95 0.  ],0
[0.18977995 0.81022005],0,[0.95 0.  ],1
[0.00340223 0.99659777],1,[-9.5   0.95],None
[0.45407974 0.54592026],0,[0.95 0.  ],0
[0.21232035 0.78767965],0,[0.95 0.  ],1
[0.00381351 0.99618649],1,[-9.5   0.95],None
[0.37921269 0.62078731],0,[0.95 0.  ],1
[0.00690771 0.99309229],1,[-9.5   0.95],None
[0.90092456 0.09907544],0,[0.95 0.  ],0
[0.35941468 0.64058532],0,[0.95 0.  ],1
[0.00653607 0.99346393],1,[-9.5   0.95],None
[0.81078468 0.18921532],0,[0.95 0.  ],0
[0.33332554 0.66667446],0,[0.95 0.  ],1
[0.00604824 0.99395176],1,[-9.5   0.95],None
[0.98692977 0.01307023],0,[0.95 0.  ],1
[0.01895718 0.98104282],1,[-9.5   0.95],None
[0.47561947 0.52438053],0,[0.95 0.  ],0
[0.22056257 0.77943743],0,[0.95 0.  ],1
[0.00396429 0.99603571],1,[-9.5   0.95],None
[0.66846636 0.33153364],0,[0.95 0.  ],0
[0.28872848 0.71127152],0,[0.95 0.  ],1
[0.00521931 0.99478069],1,[-9.5   0.95],None
[0.5745037 0.4254963],0,[0.95 0.  ],0
[0.25672396 0.74327604],0,[0.95 0.  ],1
[0.00462827 0.99537173],1,[-9.5   0.95],None
[0.40399627 0.59600373],0,[0.95 0.  ],0
[0.19261686 0.80738314],0,[0.95 0.  ],0
[0.10014751 0.89985249],0,[0.95 0.  ],0
[0.05421642 0.94578358],1,[-9.5   0.95],None
[0.79028224 0.20971776],0,[0.95 0.  ],0
[0.32716769 0.67283231],0,[0.95 0.  ],0
[0.16083848 0.83916152],0,[0.95 0.  ],0
[0.08477851 0.91522149],0,[0.95 0.  ],1
[0.00150661 0.99849339],1,[-9.5   0.95],None
[0.20025669 0.79974331],0,[0.95 0.  ],0
[0.10378021 0.89621979],0,[0.95 0.  ],0
[0.0560922 0.9439078],1,[-9.5   0.95],None
[0.47536828 0.52463172],0,[0.95 0.  ],0
[0.22046723 0.77953277],0,[0.95 0.  ],1
[0.00396254 0.99603746],1,[-9.5   0.95],None
[0.10560453 0.89439547],0,[0.95 0.  ],1
